Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_007,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.23.15.163 A. M.,Capture Start Frame,453465,Total Frames in Take,2650,Total Exported Frames,2650,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,Unlabeled 1936,Unlabeled 1936,Unlabeled 1936
,ID,"CAD80","CAD80","CAD80","CAD10","CAD10","CAD10"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
1013,8.441667,0.487046,1.302423,-1.293170,,,
1014,8.450000,0.476471,1.303378,-1.300346,,,
1015,8.458333,0.465984,1.304425,-1.307553,,,
1016,8.466667,0.455476,1.305372,-1.314582,,,
1017,8.475000,0.444819,1.306180,-1.321333,,,
1018,8.483333,0.434132,1.306993,-1.328154,,,
1019,8.491667,0.423419,1.307811,-1.334873,,,
1020,8.500000,0.412643,1.308475,-1.341292,,,
1021,8.508333,0.401796,1.309099,-1.347784,,,
1022,8.516667,0.391044,1.309707,-1.354031,,,
1023,8.525000,0.380060,1.310159,-1.360091,,,
1024,8.533333,0.369093,1.310691,-1.366262,,,
1025,8.541667,0.358139,1.311158,-1.372218,,,
1026,8.550000,0.347112,1.311444,-1.377961,,,
1027,8.558333,0.336126,1.311737,-1.383576,,,
1028,8.566667,0.325193,1.312068,-1.389148,,,
1029,8.575000,0.314090,1.312310,-1.394524,,,
1030,8.583333,0.303011,1.312443,-1.399738,,,
1031,8.591667,0.291914,1.312595,-1.404947,,,
1032,8.600000,0.280867,1.312670,-1.409891,,,
1033,8.608333,0.269848,1.312704,-1.414615,,,
1034,8.616667,0.258835,1.312734,-1.419312,,,
1035,8.625000,0.247782,1.312720,-1.423845,,,
1036,8.633333,0.236748,1.312536,-1.428150,,,
1037,8.641667,0.225629,1.312452,-1.432449,,,
1038,8.650000,0.214615,1.312321,-1.436517,,,
1039,8.658333,0.203497,1.312126,-1.440381,,,
1040,8.666667,0.192428,1.311959,-1.444272,,,
1041,8.675000,0.181444,1.311808,-1.447893,,,
1042,8.683333,0.170307,1.311553,-1.451347,,,
1043,8.691667,0.159232,1.311319,-1.454723,,,
1044,8.700000,0.148210,1.311073,-1.458025,,,
1045,8.708333,0.137364,1.310791,-1.461027,,,
1046,8.716667,0.126366,1.310473,-1.463989,,,
1047,8.725000,0.115555,1.310236,-1.466743,,,
1048,8.733333,0.104638,1.309986,-1.469510,,,
1049,8.741667,0.093871,1.309701,-1.471841,,,
1050,8.750000,0.083094,1.309373,-1.474160,,,
1051,8.758333,0.072347,1.309047,-1.476316,,,
1052,8.766667,0.061609,1.308797,-1.478357,,,
1053,8.775000,0.051029,1.308537,-1.480211,,,
1054,8.783333,0.040290,1.308251,-1.481896,,,
1055,8.791667,0.029791,1.307955,-1.483522,,,
1056,8.800000,0.019249,1.307721,-1.485075,,,
1057,8.808333,0.008824,1.307472,-1.486317,,,
1058,8.816667,-0.001647,1.307238,-1.487441,,,
1059,8.825000,-0.011925,1.307097,-1.488547,,,
1060,8.833333,-0.022292,1.306962,-1.489483,,,
1061,8.841667,-0.032582,1.306768,-1.490264,,,
1062,8.850000,-0.042614,1.306595,-1.490890,,,
1063,8.858333,-0.052863,1.306486,-1.491445,,,
1064,8.866667,-0.062830,1.306430,-1.491870,,,
1065,8.875000,-0.072833,1.306315,-1.492216,,,
1066,8.883333,-0.082708,1.306204,-1.492307,,,
1067,8.891667,-0.092470,1.306227,-1.492321,,,
1068,8.900000,-0.102241,1.306097,-1.492347,,,
1069,8.908333,-0.111870,1.306102,-1.492222,,,
1070,8.916667,-0.121381,1.306062,-1.491844,,,
1071,8.925000,-0.130876,1.306059,-1.491432,,,
1072,8.933333,-0.140303,1.306042,-1.491042,,,
1073,8.941667,-0.149683,1.305996,-1.490519,,,
1074,8.950000,-0.159032,1.305966,-1.489718,,,
1075,8.958333,-0.168140,1.305908,-1.488985,,,
1076,8.966667,-0.177371,1.305796,-1.487970,,,
1077,8.975000,-0.186615,1.305704,-1.487091,,,
1078,8.983333,-0.195547,1.305600,-1.485951,,,
1079,8.991667,-0.204657,1.305308,-1.484619,,,
1080,9.000000,-0.213570,1.305156,-1.483395,,,
1081,9.008333,-0.222472,1.304924,-1.481844,,,
1082,9.016667,-0.231254,1.304661,-1.480292,,,
1083,9.025000,-0.240000,1.304417,-1.478773,,,
1084,9.033333,-0.248626,1.304113,-1.476984,,,
1085,9.041667,-0.257393,1.303737,-1.475224,,,
1086,9.050000,-0.265866,1.303391,-1.473230,,,
1087,9.058333,-0.274218,1.303116,-1.471276,,,
1088,9.066667,-0.282753,1.302665,-1.469078,,,
1089,9.075000,-0.291192,1.302225,-1.466846,,,
1090,9.083333,-0.299440,1.301825,-1.464527,,,
1091,9.091667,-0.307700,1.301262,-1.461947,,,
1092,9.100000,-0.315906,1.300795,-1.459398,,,
1093,9.108333,-0.324120,1.300216,-1.456708,,,
1094,9.116667,-0.332334,1.299577,-1.453844,,,
1095,9.125000,-0.340415,1.299105,-1.450957,,,
1096,9.133333,-0.348429,1.298409,-1.447847,,,
1097,9.141667,-0.356503,1.297767,-1.444623,,,
1098,9.150000,-0.364464,1.297170,-1.441473,,,
1099,9.158333,-0.372350,1.296445,-1.438078,,,
1100,9.166667,-0.380276,1.295716,-1.434459,,,
1101,9.175000,-0.388022,1.294979,-1.430950,,,
1102,9.183333,-0.395873,1.294268,-1.427230,,,
1103,9.191667,-0.403669,1.293471,-1.423343,,,
1104,9.200000,-0.411290,1.292678,-1.419385,,,
1105,9.208333,-0.418946,1.291941,-1.415368,,,
1106,9.216667,-0.426459,1.291085,-1.411076,,,
1107,9.225000,-0.434146,1.290269,-1.406795,,,
1108,9.233333,-0.441644,1.289452,-1.402488,,,
1109,9.241667,-0.449117,1.288505,-1.397907,,,
1110,9.250000,-0.456541,1.287568,-1.393198,,,
1111,9.258333,-0.463952,1.286703,-1.388621,,,
1112,9.266667,-0.471301,1.285733,-1.383570,,,
1113,9.275000,-0.478664,1.284743,-1.378634,,,
1114,9.283333,-0.485787,1.283766,-1.373614,,,
1115,9.291667,-0.493079,1.282693,-1.368299,,,
1116,9.300000,-0.500409,1.281656,-1.363077,,,
1117,9.308333,-0.507538,1.280639,-1.357641,,,
1118,9.316667,-0.514657,1.279431,-1.352022,,,
1119,9.325000,-0.521663,1.278395,-1.346470,,,
1120,9.333333,-0.528667,1.277238,-1.340701,,,
1121,9.341667,-0.535698,1.275954,-1.334906,,,
1122,9.350000,-0.542636,1.274753,-1.329046,,,
1123,9.358333,-0.549497,1.273422,-1.322854,,,
1124,9.366667,-0.556284,1.272152,-1.316686,,,
1125,9.375000,-0.563175,1.270819,-1.310457,,,
1126,9.383333,-0.570093,1.269353,-1.304140,,,
1127,9.391667,-0.576662,1.267974,-1.297703,,,
1128,9.400000,-0.583434,1.266454,-1.291042,,,
1129,9.408333,-0.590152,1.264944,-1.284465,,,
1130,9.416667,-0.596735,1.263409,-1.277588,,,
1131,9.425000,-0.603359,1.261748,-1.270776,,,
1132,9.433333,-0.609910,1.260149,-1.263814,,,
1133,9.441667,-0.616669,1.258406,-1.256619,,,
1134,9.450000,-0.623094,1.256760,-1.249569,,,
1135,9.458333,-0.629707,1.254889,-1.242146,,,
1136,9.466667,-0.635646,1.252880,-1.234587,,,
1137,9.475000,-0.642628,1.251258,-1.227199,,,
1138,9.483333,-0.649115,1.249417,-1.219740,,,
1139,9.491667,-0.655108,1.247207,-1.211821,,,
1140,9.500000,-0.661548,1.245228,-1.203971,,,
1141,9.508333,-0.667839,1.243335,-1.196100,,,
1142,9.516667,-0.674083,1.241294,-1.188185,,,
1143,9.525000,-0.680465,1.239266,-1.180042,,,
1144,9.533333,-0.686602,1.237250,-1.171971,,,
1145,9.541667,-0.692853,1.235105,-1.163578,,,
1146,9.550000,-0.699122,1.232995,-1.155288,,,
1147,9.558333,-0.705291,1.230784,-1.146939,,,
1148,9.566667,-0.711468,1.228545,-1.138302,,,
1149,9.575000,-0.717575,1.226254,-1.129665,,,
1150,9.583333,-0.723842,1.223957,-1.120919,,,
1151,9.591667,-0.729920,1.221629,-1.112261,,,
1152,9.600000,-0.735993,1.219211,-1.103147,,,
1153,9.608333,-0.742039,1.216773,-1.094281,,,
1154,9.616667,-0.748108,1.214312,-1.085255,,,
1155,9.625000,-0.754138,1.211828,-1.076207,,,
1156,9.633333,-0.760051,1.209305,-1.066908,,,
1157,9.641667,-0.766151,1.206715,-1.057681,,,
1158,9.650000,-0.771995,1.204119,-1.048377,,,
1159,9.658333,-0.777865,1.201460,-1.038864,,,
1160,9.666667,-0.783768,1.198896,-1.029430,,,
1161,9.675000,-0.789617,1.196211,-1.019933,,,
1162,9.683333,-0.795551,1.193507,-1.010375,,,
1163,9.691667,-0.801074,1.190875,-1.000758,,,
1164,9.700000,-0.806930,1.188091,-0.990964,,,
1165,9.708333,-0.812540,1.185376,-0.981261,,,
1166,9.716667,-0.818298,1.182626,-0.971395,,,
1167,9.725000,-0.823981,1.179789,-0.961468,,,
1168,9.733333,-0.829262,1.177075,-0.951518,,,
1169,9.741667,-0.835078,1.174153,-0.941402,,,
1170,9.750000,-0.840652,1.171327,-0.931350,,,
1171,9.758333,-0.846168,1.168548,-0.921197,,,
1172,9.766667,-0.851649,1.165692,-0.910938,,,
1173,9.775000,-0.856966,1.162930,-0.900844,,,
1174,9.783333,-0.862427,1.160039,-0.890572,,,
1175,9.791667,-0.867833,1.157258,-0.880349,,,
1176,9.800000,-0.873066,1.154454,-0.870099,,,
1177,9.808333,-0.878362,1.151560,-0.859655,,,
1178,9.816667,-0.883464,1.148731,-0.849315,,,
1179,9.825000,-0.888749,1.145947,-0.838951,,,
1180,9.833333,-0.894097,1.143117,-0.828694,,,
1181,9.841667,-0.899266,1.140280,-0.818252,,,
1182,9.850000,-0.904258,1.137429,-0.807640,,,
1183,9.858333,-0.909213,1.134555,-0.797071,,,
1184,9.866667,-0.914155,1.131717,-0.786619,,,
1185,9.875000,-0.919116,1.128845,-0.776003,,,
1186,9.883333,-0.923996,1.125935,-0.765330,,,
1187,9.891667,-0.928744,1.123068,-0.754762,,,
1188,9.900000,-0.933481,1.120176,-0.744065,,,
1189,9.908333,-0.938205,1.117214,-0.733402,,,
1190,9.916667,-0.942824,1.114368,-0.722884,,,
1191,9.925000,-0.947370,1.111478,-0.712170,,,
1192,9.933333,-0.951939,1.108551,-0.701465,,,
1193,9.941667,-0.956425,1.105714,-0.690968,,,
1194,9.950000,-0.960861,1.102761,-0.680328,,,
1195,9.958333,-0.965350,1.099863,-0.669688,,,
1196,9.966667,-0.969623,1.096966,-0.659090,,,
1197,9.975000,-0.973893,1.094011,-0.648312,,,
1198,9.983333,-0.978166,1.091075,-0.637654,,,
1199,9.991667,-0.982277,1.088156,-0.626948,,,
1200,10.000000,-0.986467,1.085175,-0.616159,,,
1201,10.008333,-0.990479,1.082247,-0.605486,,,
1202,10.016667,-0.994462,1.079316,-0.594880,,,
1203,10.025000,-0.998353,1.076433,-0.584133,,,
1204,10.033333,-1.002052,1.073402,-0.573579,,,
1205,10.041667,-1.005833,1.070441,-0.562945,,,
1206,10.050000,-1.009637,1.067625,-0.552302,,,
1207,10.058333,-1.013254,1.064783,-0.541751,,,
1208,10.066667,-1.016712,1.061960,-0.530752,,,
1209,10.075000,-1.020543,1.059012,-0.520459,,,
1210,10.083333,-1.023934,1.056262,-0.509879,,,
1211,10.091667,-1.027342,1.053367,-0.499191,,,
1212,10.100000,-1.030730,1.050575,-0.488503,,,
1213,10.108333,-1.033813,1.047768,-0.477536,,,
1214,10.116667,-1.037278,1.044900,-0.467093,,,
1215,10.125000,-1.040620,1.041979,-0.456165,,,
1216,10.133333,-1.043699,1.039141,-0.445425,,,
1217,10.141667,-1.046568,1.036305,-0.434172,,,
1218,10.150000,-1.049782,1.033376,-0.423680,,,
1219,10.158333,-1.052850,1.030517,-0.412714,,,
1220,10.166667,-1.055756,1.027577,-0.401960,,,
1221,10.175000,-1.058514,1.024822,-0.391150,,,
1222,10.183333,-1.061081,1.021992,-0.379986,,,
1223,10.191667,-1.063942,1.019123,-0.369409,,,
1224,10.200000,-1.066607,1.016286,-0.358505,,,
1225,10.208333,-1.069144,1.013521,-0.347652,,,
1226,10.216667,-1.071613,1.010748,-0.336753,,,
1227,10.225000,-1.073973,1.007817,-0.325639,,,
1228,10.233333,-1.076392,1.005106,-0.314667,,,
1229,10.241667,-1.078573,1.002383,-0.303638,,,
1230,10.250000,-1.080799,0.999491,-0.292429,,,
1231,10.258333,-1.083008,0.996728,-0.281312,,,
1232,10.266667,-1.085154,0.993930,-0.270115,,,
1233,10.275000,-1.087129,0.991102,-0.258840,,,
1234,10.283333,-1.088897,0.988410,-0.247270,,,
1235,10.291667,-1.091026,0.985534,-0.236237,,,
1236,10.300000,-1.092878,0.982760,-0.224884,,,
1237,10.308333,-1.094634,0.980011,-0.213593,,,
1238,10.316667,-1.096254,0.977255,-0.202139,,,
1239,10.325000,-1.097788,0.974448,-0.190715,,,
1240,10.333333,-1.099307,0.971669,-0.179295,,,
1241,10.341667,-1.100755,0.968952,-0.167838,,,
1242,10.350000,-1.102103,0.966211,-0.156405,,,
1243,10.358333,-1.103351,0.963430,-0.144866,,,
1244,10.366667,-1.104561,0.960598,-0.133213,,,
1245,10.375000,-1.105714,0.957861,-0.121699,,,
1246,10.383333,-1.106794,0.955131,-0.110191,,,
1247,10.391667,-1.107796,0.952415,-0.098492,,,
1248,10.400000,-1.108769,0.949562,-0.086741,,,
1249,10.408333,-1.109631,0.946716,-0.075072,,,
1250,10.416667,-1.110372,0.943947,-0.063487,,,
1251,10.425000,-1.110984,0.941195,-0.051666,,,
1252,10.433333,-1.111600,0.938410,-0.039835,,,
1253,10.441667,-1.112135,0.935671,-0.028073,,,
1254,10.450000,-1.112613,0.932950,-0.016311,,,
1255,10.458333,-1.112974,0.930192,-0.004489,,,
1256,10.466667,-1.113212,0.927412,0.007336,,,
1257,10.475000,-1.113404,0.924706,0.019196,,,
1258,10.483333,-1.113818,0.922102,0.031348,,,
1259,10.491667,-1.113888,0.919390,0.043221,,,
1260,10.500000,-1.113867,0.916746,0.055166,,,
1261,10.508333,-1.113858,0.914041,0.066998,,,
1262,10.516667,-1.113683,0.911323,0.078909,,,
1263,10.525000,-1.113335,0.908625,0.090943,,,
1264,10.533333,-1.113060,0.905928,0.102903,,,
1265,10.541667,-1.112632,0.903205,0.114907,,,
1266,10.550000,-1.112227,0.900470,0.126935,,,
1267,10.558333,-1.111648,0.897799,0.139005,,,
1268,10.566667,-1.110975,0.895092,0.151035,,,
1269,10.575000,-1.110208,0.892375,0.163160,,,
1270,10.583333,-1.109390,0.889634,0.175310,,,
1271,10.591667,-1.108559,0.886901,0.187442,,,
1272,10.600000,-1.107628,0.884012,0.199564,,,
1273,10.608333,-1.106588,0.881259,0.211701,,,
1274,10.616667,-1.105420,0.878495,0.223849,,,
1275,10.625000,-1.104194,0.875729,0.235987,,,
1276,10.633333,-1.102847,0.872803,0.248202,,,
1277,10.641667,-1.101430,0.869944,0.260373,,,
1278,10.650000,-1.100067,0.867102,0.272529,,,
1279,10.658333,-1.098400,0.864116,0.284722,,,
1280,10.666667,-1.096795,0.861253,0.296954,,,
1281,10.675000,-1.095080,0.858297,0.309262,,,
1282,10.683333,-1.093302,0.855257,0.321487,,,
1283,10.691667,-1.091472,0.852239,0.333708,,,
1284,10.700000,-1.089561,0.849199,0.346008,,,
1285,10.708333,-1.087487,0.846284,0.358243,,,
1286,10.716667,-1.085427,0.843101,0.370506,,,
1287,10.725000,-1.083125,0.840056,0.382874,,,
1288,10.733333,-1.080922,0.836920,0.395149,,,
1289,10.741667,-1.078474,0.833818,0.407278,,,
1290,10.750000,-1.076055,0.830698,0.419498,,,
1291,10.758333,-1.073432,0.827532,0.431758,,,
1292,10.766667,-1.070919,0.824412,0.443961,,,
1293,10.775000,-1.068231,0.821246,0.456125,,,
1294,10.783333,-1.065475,0.818072,0.468339,,,
1295,10.791667,-1.062503,0.814990,0.480441,,,
1296,10.800000,-1.059646,0.811883,0.492509,,,
1297,10.808333,-1.056745,0.808694,0.504564,,,
1298,10.816667,-1.053557,0.805619,0.516650,,,
1299,10.825000,-1.050395,0.802451,0.528779,,,
1300,10.833333,-1.047187,0.799409,0.540749,,,
1301,10.841667,-1.043954,0.796230,0.552783,,,
1302,10.850000,-1.040491,0.793192,0.564667,,,
1303,10.858333,-1.037077,0.789983,0.576545,,,
1304,10.866667,-1.033564,0.786983,0.588390,,,
1305,10.875000,-1.029879,0.783829,0.600217,,,
1306,10.883333,-1.026170,0.780668,0.611984,,,
1307,10.891667,-1.022503,0.777656,0.623664,,,
1308,10.900000,-1.018683,0.774611,0.635235,,,
1309,10.908333,-1.014792,0.771502,0.646862,,,
1310,10.916667,-1.010938,0.768443,0.658355,,,
1311,10.925000,-1.006929,0.765385,0.669822,,,
1312,10.933333,-1.002908,0.762227,0.681259,,,
1313,10.941667,-0.998830,0.759236,0.692642,,,
1314,10.950000,-0.994597,0.756283,0.703946,,,
1315,10.958333,-0.990449,0.753122,0.715287,,,
1316,10.966667,-0.986131,0.750227,0.726540,,,
1317,10.975000,-0.981696,0.747273,0.737653,,,
1318,10.983333,-0.977336,0.744285,0.748804,,,
1319,10.991667,-0.972806,0.741269,0.759947,,,
1320,11.000000,-0.968206,0.738472,0.770929,,,
1321,11.008333,-0.963658,0.735136,0.782175,,,
1322,11.016667,-0.958873,0.732652,0.792808,,,
1323,11.025000,-0.954044,0.729697,0.803616,,,
1324,11.033333,-0.949117,0.726830,0.814615,,,
1325,11.041667,-0.944219,0.723958,0.825390,,,
1326,11.050000,-0.939285,0.721243,0.836060,,,
1327,11.058333,-0.934370,0.718269,0.846703,,,
1328,11.066667,-0.929319,0.715590,0.857291,,,
1329,11.075000,-0.924078,0.712766,0.867837,,,
1330,11.083333,-0.919011,0.710141,0.878380,,,
1331,11.091667,-0.913691,0.707346,0.888687,,,
1332,11.100000,-0.908386,0.704770,0.899076,,,
1333,11.108333,-0.902825,0.701964,0.909354,,,
1334,11.116667,-0.897376,0.699485,0.919551,,,
1335,11.125000,-0.891930,0.696573,0.930088,,,
1336,11.133333,-0.886199,0.694359,0.939849,,,
1337,11.141667,-0.880489,0.691826,0.949998,,,
1338,11.150000,-0.874813,0.689043,0.960298,,,
1339,11.158333,-0.868825,0.687001,0.969837,,,
1340,11.166667,-0.862875,0.684587,0.979787,,,
1341,11.175000,-0.857110,0.681945,0.989938,,,
1342,11.183333,-0.850875,0.680136,0.999303,,,
1343,11.191667,-0.844705,0.677810,1.008994,,,
1344,11.200000,-0.838447,0.675704,1.018511,,,
1345,11.208333,-0.832181,0.673421,1.028026,,,
1346,11.216667,-0.825817,0.671458,1.037456,,,
1347,11.225000,-0.819270,0.669350,1.046808,,,
1348,11.233333,-0.812724,0.667489,1.056062,,,
1349,11.241667,-0.806095,0.665451,1.065264,,,
1350,11.250000,-0.799491,0.663655,1.074368,,,
1351,11.258333,-0.792694,0.661393,1.083791,,,
1352,11.266667,-0.785911,0.659688,1.092734,,,
1353,11.275000,-0.778962,0.658346,1.101184,,,
1354,11.283333,-0.771998,0.656565,1.109904,,,
1355,11.291667,-0.764941,0.655120,1.118526,,,
1356,11.300000,-0.757862,0.653145,1.127543,,,
1357,11.308333,-0.750519,0.652028,1.135557,,,
1358,11.316667,-0.743342,0.650662,1.143850,,,
1359,11.325000,-0.736046,0.649170,1.152137,,,
1360,11.333333,-0.728507,0.647907,1.160313,,,
1361,11.341667,-0.720993,0.646474,1.168383,,,
1362,11.350000,-0.713570,0.645309,1.176375,,,
1363,11.358333,-0.705904,0.644164,1.184268,,,
1364,11.366667,-0.698191,0.642873,1.192069,,,
1365,11.375000,-0.690364,0.641787,1.199747,,,
1366,11.383333,-0.682474,0.640579,1.207355,,,
1367,11.391667,-0.674553,0.639596,1.214826,,,
1368,11.400000,-0.666612,0.638531,1.222319,,,
1369,11.408333,-0.658412,0.637443,1.229613,,,
1370,11.416667,-0.650247,0.636526,1.236868,,,
1371,11.425000,-0.641914,0.635434,1.243950,,,
1372,11.433333,-0.633649,0.634472,1.250934,,,
1373,11.441667,-0.625452,0.633497,1.257854,,,
1374,11.450000,-0.616893,0.632513,1.264673,,,
1375,11.458333,-0.608435,0.631592,1.271366,,,
1376,11.466667,-0.599955,0.630619,1.278002,,,
1377,11.475000,-0.591275,0.629770,1.284463,,,
1378,11.483333,-0.582556,0.628814,1.290954,,,
1379,11.491667,-0.573794,0.627993,1.297327,,,
1380,11.500000,-0.564899,0.627067,1.303594,,,
1381,11.508333,-0.556106,0.626211,1.309782,,,
1382,11.516667,-0.547197,0.625311,1.315832,,,
1383,11.525000,-0.538190,0.624511,1.321802,,,
1384,11.533333,-0.529125,0.623816,1.327728,,,
1385,11.541667,-0.519957,0.622899,1.333455,,,
1386,11.550000,-0.510798,0.622196,1.339133,,,
1387,11.558333,-0.501477,0.621344,1.344735,,,
1388,11.566667,-0.492159,0.620548,1.350204,,,
1389,11.575000,-0.482810,0.619912,1.355583,,,
1390,11.583333,-0.473386,0.619089,1.360853,,,
1391,11.591667,-0.464067,0.618423,1.366043,,,
1392,11.600000,-0.454516,0.617675,1.371151,,,
1393,11.608333,-0.444992,0.617048,1.376120,,,
1394,11.616667,-0.435444,0.616355,1.381015,,,
1395,11.625000,-0.425885,0.615813,1.385777,,,
1396,11.633333,-0.416163,0.615158,1.390537,,,
1397,11.641667,-0.406520,0.614604,1.395162,,,
1398,11.650000,-0.396699,0.613985,1.399692,,,
1399,11.658333,-0.387000,0.613494,1.404048,,,
1400,11.666667,-0.377158,0.612888,1.408346,,,
1401,11.675000,-0.367332,0.612332,1.412591,,,
1402,11.683333,-0.357516,0.611930,1.416698,,,
1403,11.691667,-0.347654,0.611414,1.420657,,,
1404,11.700000,-0.337844,0.611122,1.424321,,,
1405,11.708333,-0.327827,0.610638,1.428151,,,
1406,11.716667,-0.317963,0.610324,1.431830,,,
1407,11.725000,-0.307991,0.609974,1.435395,,,
1408,11.733333,-0.298056,0.609745,1.438766,,,
1409,11.741667,-0.287943,0.609439,1.442244,,,
1410,11.750000,-0.277975,0.609107,1.445600,,,
1411,11.758333,-0.268143,0.609059,1.448698,,,
1412,11.766667,-0.258259,0.608837,1.451675,,,
1413,11.775000,-0.248226,0.608808,1.454656,,,
1414,11.783333,-0.238283,0.608657,1.457533,,,
1415,11.791667,-0.228257,0.608601,1.460256,,,
1416,11.800000,-0.218193,0.608524,1.462930,,,
1417,11.808333,-0.208252,0.608640,1.465483,,,
1418,11.816667,-0.198149,0.608543,1.468056,,,
1419,11.825000,-0.188098,0.608441,1.470431,,,
1420,11.833333,-0.178382,0.608715,1.472646,,,
1421,11.841667,-0.168315,0.608630,1.474794,,,
1422,11.850000,-0.158528,0.608801,1.476884,,,
1423,11.858333,-0.148542,0.608734,1.478888,,,
1424,11.866667,-0.138773,0.608954,1.480831,,,
1425,11.875000,-0.128882,0.609001,1.482538,,,
1426,11.883333,-0.119097,0.608963,1.484304,,,
1427,11.891667,-0.109411,0.609178,1.485915,,,
1428,11.900000,-0.099485,0.609069,1.487506,,,
1429,11.908333,-0.090022,0.609424,1.488931,,,
1430,11.916667,-0.080351,0.609328,1.490311,,,
1431,11.925000,-0.070705,0.609598,1.491555,,,
1432,11.933333,-0.061232,0.609626,1.492700,,,
1433,11.941667,-0.051583,0.609605,1.493824,,,
1434,11.950000,-0.042017,0.609901,1.494778,,,
1435,11.958333,-0.032489,0.609958,1.495624,,,
1436,11.966667,-0.023112,0.610201,1.496568,,,
1437,11.975000,-0.013673,0.610335,1.497089,,,
1438,11.983333,-0.004002,0.610352,1.497731,,,
1439,11.991667,0.005383,0.610639,1.498305,,,
1440,12.000000,0.014709,0.610658,1.498582,,,
1441,12.008333,0.024404,0.610904,1.498778,,,
1442,12.016667,0.033258,0.611044,1.499103,,,
1443,12.025000,0.042700,0.611119,1.499291,,,
1444,12.033333,0.051908,0.611158,1.499262,,,
1445,12.041667,0.060918,0.611354,1.499175,,,
1446,12.050000,0.070154,0.611260,1.499026,,,
1447,12.058333,0.079337,0.611453,1.498714,,,
1448,12.066667,0.088450,0.611499,1.498498,,,
1449,12.075000,0.097391,0.611477,1.497944,,,
1450,12.083333,0.106523,0.611482,1.497390,,,
1451,12.091667,0.115483,0.611683,1.496657,,,
1452,12.100000,0.124441,0.611687,1.495952,,,
1453,12.108333,0.133464,0.611691,1.495079,,,
1454,12.116667,0.142495,0.611771,1.494101,,,
1455,12.125000,0.151436,0.611991,1.492967,,,
1456,12.133333,0.160410,0.612040,1.491699,,,
1457,12.141667,0.169486,0.612011,1.490552,,,
1458,12.150000,0.178259,0.612191,1.489094,,,
1459,12.158333,0.187175,0.612506,1.487540,,,
1460,12.166667,0.196034,0.612585,1.485916,,,
1461,12.175000,0.205007,0.612653,1.484238,,,
1462,12.183333,0.213710,0.612920,1.482348,,,
1463,12.191667,0.222371,0.613169,1.480502,,,
1464,12.200000,0.231265,0.613390,1.478419,,,
1465,12.208333,0.240134,0.613503,1.476366,,,
1466,12.216667,0.248740,0.613916,1.474059,,,
1467,12.225000,0.257357,0.614265,1.471576,,,
1468,12.233333,0.266023,0.614534,1.469172,,,
1469,12.241667,0.274709,0.614871,1.466483,,,
1470,12.250000,0.283190,0.615345,1.463753,,,
1471,12.258333,0.291879,0.615944,1.460936,,,
1472,12.266667,0.300380,0.616367,1.457934,,,
1473,12.275000,0.309253,0.616800,1.454894,,,
1474,12.283333,0.317582,0.617407,1.451727,,,
1475,12.291667,0.326111,0.618057,1.448424,,,
1476,12.300000,0.334584,0.618666,1.444989,,,
1477,12.308333,0.343150,0.619214,1.441462,,,
1478,12.316667,0.351380,0.620102,1.437731,,,
1479,12.325000,0.359806,0.620869,1.433942,,,
1480,12.333333,0.368206,0.621613,1.430087,,,
1481,12.341667,0.376637,0.622373,1.426104,,,
1482,12.350000,0.384650,0.623340,1.421926,,,
1483,12.358333,0.393134,0.624302,1.417734,,,
1484,12.366667,0.401163,0.625249,1.413263,,,
1485,12.375000,0.409433,0.626279,1.408888,,,
1486,12.383333,0.417588,0.627483,1.404178,,,
1487,12.391667,0.425834,0.628517,1.399553,,,
1488,12.400000,0.434104,0.629626,1.394811,,,
1489,12.408333,0.442350,0.630918,1.389829,,,
1490,12.416667,0.450556,0.632235,1.384823,,,
1491,12.425000,0.458698,0.633431,1.379640,,,
1492,12.433333,0.466820,0.634903,1.374383,,,
1493,12.441667,0.474958,0.636294,1.368959,,,
1494,12.450000,0.482875,0.637863,1.363353,,,
1495,12.458333,0.490963,0.639320,1.357706,,,
1496,12.466667,0.498932,0.640959,1.352006,,,
1497,12.475000,0.507017,0.642530,1.346195,,,
1498,12.483333,0.515091,0.644204,1.340367,,,
1499,12.491667,0.522962,0.645853,1.334194,,,
1500,12.500000,0.530807,0.647678,1.328007,,,
1501,12.508333,0.538737,0.649544,1.321741,,,
1502,12.516667,0.546730,0.651406,1.315378,,,
1503,12.525000,0.554715,0.653260,1.308836,,,
1504,12.533333,0.562682,0.655326,1.302217,,,
1505,12.541667,0.570420,0.657376,1.295455,,,
1506,12.550000,0.578377,0.659427,1.288634,,,
1507,12.558333,0.586173,0.661516,1.281675,,,
1508,12.566667,0.594138,0.663689,1.274744,,,
1509,12.575000,0.601815,0.665782,1.267578,,,
1510,12.583333,0.609620,0.668085,1.260242,,,
1511,12.591667,0.617460,0.670302,1.252951,,,
1512,12.600000,0.625178,0.672621,1.245433,,,
1513,12.608333,0.632801,0.674978,1.237755,,,
